groups	p-value
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'PIK3CA', 'FGFR2', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'PIK3CA', 'FGFR2', 'RNF43']	0.9999999999999979
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'PIK3CA', 'FGFR2', 'INPPL1']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'CTCF', 'PGR']	0.9999999999999979
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'ARID5B', 'PGR', 'RNF43']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'ARID5B', 'FGFR2', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'ARID5B', 'FGFR2', 'RNF43']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'CHD4', 'ARID5B', 'FGFR2', 'INPPL1']	0.9999999999999983
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'DAZAP1', 'EP300']	0.9999964811710323
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'PGR', 'ARID5B', 'NOTCH1']	0.999999999999996
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'PGR', 'ARID5B', 'RNF43']	0.9999999999999982
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'KMT2B']	0.9999999975301668
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'PDS5B', 'RPL22']	0.9999999999990994
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'PDS5B', 'RNF43']	0.9999999999999963
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'CARD11']	0.9995745144388014
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'KMT2C', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'FGFR2', 'FAT1', 'RNF43']	0.9999999999999905
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'FGFR2', 'ARID5B', 'RNF43']	0.9999999999999981
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'FGFR2', 'ARID5B', 'NOTCH1']	0.9999999999999957
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'FGFR2', 'ARID5B', 'RPL22']	0.999999999999998
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'FGFR2', 'ARID5B', 'ACVR2A', 'INPPL1']	0.9999999999999966
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'SOX17', 'FGFR2', 'CHD3']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'NF1', 'RPL22']	0.9999999999895145
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'NF1', 'RNF43']	0.9999999999967949
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'MGA', 'PIK3CA', 'RPL22', 'FGFR2']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'RB1', 'CTCF', 'RPL22']	0.9999999999999936
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'RB1', 'CTCF', 'ACVR2A']	0.9999999999999968
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'EP300', 'PIK3CA', 'FGFR2', 'RPL22']	0.9999999999999928
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'EP300', 'PIK3CA', 'FGFR2', 'RNF43']	0.9999999999999926
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPOP', 'EP300', 'PGR', 'RNF43']	0.9999999999999164
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CACNA1A', 'SOX17', 'CCND1']	0.9981742440291352
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CACNA1A', 'SOX17', 'RPL22']	0.9999987593730468
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CACNA1A', 'SOX17', 'RNF43']	0.9999902886231967
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SPTAN1', 'RPL22']	0.999462055201544
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CREBBP', 'RPL22']	0.9999973579440777
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'TSC1', 'SOX17']	0.4095112035221541
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'BRCA2', 'PIK3CA', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'FLNA', 'SOX17', 'FGFR2']	0.9999999994801759
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'MUC6']	0.05456349029455037
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'COL5A1', 'FBXW7', 'PGR', 'RNF43']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'COL5A1', 'FBXW7', 'RPL22']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'COL5A1', 'SOX17', 'PGR', 'RNF43']	0.999999999913419
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'COL5A1', 'SOX17', 'RPL22']	0.9999924149280031
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SMARCA4', 'FBXW7', 'CTCF']	0.9999999999999943
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'SMARCA4', 'DAZAP1']	0.9786855642298683
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'MSH2', 'RPL22']	0.9991190514790608
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'POLE', 'CCND1']	0.9846695145592177
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'POLE', 'RPL22']	0.9999676913804441
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'MSH6', 'RPL22', 'SOX17']	0.9999997480577851
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'NIPBL', 'FGFR2', 'FBXW7']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'NIPBL', 'FGFR2', 'SOX17']	0.9999999986950945
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'ATRX', 'RPL22', 'SOX17']	0.999999587562119
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ARID5B', 'PGR', 'FBXW7']	0.9999999999999932
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ARID5B', 'PGR', 'SOX17']	0.9999999979052884
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ARID5B', 'PGR', 'CHD4']	0.9999999999999948
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ARID5B', 'INPPL1', 'FGFR2', 'FBXW7']	1.0
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ARID5B', 'INPPL1', 'FGFR2', 'SOX17']	0.9999999999999963
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ARID5B', 'INPPL1', 'FGFR2', 'CHD4']	0.9999999999999946
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'RB1']	0.9723809430517226
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ATM']	0.9999439212282111
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ERBB2']	0.5055867233248733
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'CCND1', 'ARHGAP35']	0.9999811341596434
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'EPHA3', 'RPL22']	0.999809760428362
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'USP9X', 'SOX17']	0.9571575161086082
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'PTCH1', 'FBXW7', 'PGR', 'ARID5B']	0.999999999999998
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'MAP3K1', 'SOX17', 'RPL22']	0.9999998443794533
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'MAP3K1', 'SOX17', 'RNF43']	0.9999999949616077
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'APOB', 'RPL22', 'FGFR2', 'PIK3CA']	0.9999999999999992
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'APOB', 'RPL22', 'FGFR2', 'SOX17']	0.9999999999999996
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'AXIN1']	0.00547504831175499
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'PTPRD', 'RPL22', 'SOX17']	0.9999999714226752
['TP53', 'KRAS', 'CTNNB1', 'PIK3R1', 'POLQ', 'RPL22']	0.9999900103201115
['TP53', 'KRAS', 'CTNNB1', 'SOS1', 'RPL22']	5.1317591944703876e-12
['TP53', 'KRAS', 'CTNNB1', 'LZTR1', 'FBXW7', 'PGR']	0.004879571396707432
['TP53', 'KRAS', 'CTNNB1', 'LZTR1', 'FBXW7', 'RPL22']	0.6522432681359912
['TP53', 'KRAS', 'CTNNB1', 'ARAF', 'RPL22', 'ARID5B']	0.022211507516635927
['TP53', 'KRAS', 'CTNNB1', 'NSD1', 'SPOP', 'FBXW7']	0.7013179396949546
['TP53', 'KRAS', 'CTNNB1', 'NSD1', 'SPOP', 'SOX17']	0.0002636985087917568
['TP53', 'KRAS', 'CTNNB1', 'EPHA2', 'SPOP', 'PGR']	3.981327274216413e-05
['TP53', 'KRAS', 'CTNNB1', 'EPHA2', 'SPOP', 'FGFR2']	0.004511025593575988
['TP53', 'KRAS', 'CTNNB1', 'BRCA1', 'CCND1']	3.395327122976558e-16
['TP53', 'KRAS', 'CTNNB1', 'BRCA1', 'RPL22']	9.979779753193523e-13
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'MSH3', 'RNF43']	0.7290714993459234
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'MTOR']	0.7125239862737376
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'FGFR2', 'ERBB3', 'FBXW7']	1.0
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'FGFR2', 'MGA']	0.9999285646472318
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'FGFR2', 'CHD4']	0.9999999999119306
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'RB1']	0.8009400630579807
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'ERBB2']	0.81396711705898
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RPL22', 'ARHGAP35']	0.9972064227930831
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'DAZAP1']	0.0004441812670155511
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'DHX9', 'FBXW7']	0.9921795776750113
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'NOTCH1', 'FBXW7', 'PGR']	0.9999857539358058
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'NOTCH1', 'FBXW7', 'FGFR2']	0.9999998133612509
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'KMT2B', 'FBXW7']	0.9999995600541242
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'PGR', 'RNF43', 'FBXW7']	0.9999999992713562
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'PGR', 'RNF43', 'CHD4']	0.9999999611903453
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'MTOR']	0.9865894006471563
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'FGFR2', 'FBXW7']	0.9999999998248618
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'FGFR2', 'CHD4']	0.9999999993747688
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SPOP', 'RNF43', 'ARHGAP35']	0.9980867572918224
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SMARCA4', 'FBXW7']	0.3716641774333997
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'SMARCA4', 'DAZAP1']	3.240297628100611e-06
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'RB1']	2.652182348631935e-07
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'FBXW7', 'PGR']	0.653433287354956
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'FBXW7', 'FGFR2']	0.9489467590947798
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'FBXW7', 'DHX9']	0.8004214435740925
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'CHD4', 'PGR']	0.5526973550839694
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'CHD4', 'FGFR2']	0.9688983062323785
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'ZMYM3', 'FGFR2']	0.285087848426404
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'ERBB2']	1.3460788730737402e-10
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CCND1', 'ARHGAP35']	0.002661668493738537
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'CREBBP', 'RPL22']	0.002609603287916073
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'ZMYM3', 'RPL22', 'FGFR2']	0.7077150784976873
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'PTPRD', 'RPL22']	0.006682726539724443
['TP53', 'KRAS', 'CTNNB1', 'NFE2L2', 'NCOR1']	4.08662420597202e-13
['TP53', 'KRAS', 'CTNNB1', 'PLCG1', 'SOX17']	2.1776169323837138e-21
['TP53', 'KRAS', 'CTNNB1', 'ZBTB7B', 'FBXW7', 'CCND1']	0.011199711918340172
['TP53', 'KRAS', 'CTNNB1', 'ZBTB7B', 'FBXW7', 'SPOP']	0.2858502726727222
['TP53', 'KRAS', 'CTNNB1', 'TCF7L2']	1.0304191570703873e-26
['TP53', 'KRAS', 'CTNNB1', 'TSC2', 'FBXW7', 'SPOP']	0.5541692949854833
['TP53', 'KRAS', 'CTNNB1', 'ATR', 'SPOP']	1.1623743889790901e-10
['TP53', 'KRAS', 'CTNNB1', 'SIN3A', 'FGFR2', 'CCND1']	0.00025478372396632267
['TP53', 'KRAS', 'CTNNB1', 'SIN3A', 'FGFR2', 'SPOP', 'RNF43']	0.9667722903844159
['TP53', 'KRAS', 'CTNNB1', 'KDM5C', 'PGR', 'SPOP']	0.00016993799883888448
['TP53', 'KRAS', 'CTNNB1', 'AMER1', 'RPL22']	2.5233179405023983e-08
['TP53', 'KRAS', 'CTNNB1', 'ZC3H12A', 'DAZAP1']	1.0114751391803265e-19
['TP53', 'KRAS', 'CTNNB1', 'BAP1', 'FBXW7', 'PGR']	0.021447621589269942
['TP53', 'KRAS', 'CTNNB1', 'BAP1', 'FBXW7', 'RPL22']	0.4250744835502528
['TP53', 'KRAS', 'CTNNB1', 'ARID2', 'RPL22']	2.1394822021129444e-09
['TP53', 'KRAS', 'CTNNB1', 'ARID2', 'RNF43']	1.9742362821667502e-08
['TP53', 'KRAS', 'CTNNB1', 'EPAS1', 'RPL22']	1.3570763355906761e-12
['TP53', 'KRAS', 'CTNNB1', 'KEL', 'CCND1']	3.249856249951821e-17
['TP53', 'KRAS', 'CTNNB1', 'KEL', 'RPL22']	1.3949735845234013e-11
['TP53', 'KRAS', 'CTNNB1', 'NUP93']	7.668382795239123e-27
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'PGR', 'FBXW7']	0.9998407685495122
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'PGR', 'SOX17']	0.2807979820464685
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'PGR', 'CHD4']	0.9926538383294512
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'FGFR2', 'PIK3CA', 'FBXW7']	1.0
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'FGFR2', 'PIK3CA', 'CHD4']	1.0
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'FGFR2', 'SOX17']	0.6899107049214338
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'ERBB2']	0.0034344562833998537
['TP53', 'KRAS', 'CTNNB1', 'JAK1', 'SPOP', 'ARHGAP35']	0.6024537728841608
['TP53', 'KRAS', 'CTNNB1', 'CTNND1', 'RPL22']	3.7781175813702335e-09
['TP53', 'KRAS', 'CTNNB1', 'CHD8', 'PIK3CA']	0.9999887535087056
['TP53', 'KRAS', 'CTNNB1', 'CHD8', 'SOX17']	2.0239886041574095e-17
['TP53', 'KRAS', 'CTNNB1', 'NOTCH2', 'RPL22', 'SPOP']	0.13500462365925187
['TP53', 'KRAS', 'CTNNB1', 'SETBP1', 'PGR']	2.5673172191928985e-12
['TP53', 'KRAS', 'CTNNB1', 'SETBP1', 'RPL22']	9.55272749375314e-11
['TP53', 'KRAS', 'CTNNB1', 'POLRMT']	2.0894866901665596e-30
['TP53', 'KRAS', 'CTNNB1', 'ALK', 'RPL22', 'SOX17']	3.92529775350858e-06
['TP53', 'KRAS', 'CTNNB1', 'CDK12', 'FBXW7', 'RPL22', 'SPOP']	0.9999391415568112
['TP53', 'KRAS', 'CTNNB1', 'ASXL1', 'CCND1']	4.203258216274848e-12
['TP53', 'KRAS', 'CTNNB1', 'PBRM1', 'FBXW7', 'PGR']	0.11856788468722967
['TP53', 'KRAS', 'CTNNB1', 'PBRM1', 'FBXW7', 'RPL22']	0.7531673261065481
['TP53', 'KRAS', 'CTNNB1', 'RASA1', 'RPL22', 'CTCF']	0.7049644734428114
['TP53', 'KRAS', 'CTNNB1', 'RASA1', 'RPL22', 'SOX17']	3.5014828960369747e-06
['TP53', 'KRAS', 'CTNNB1', 'KMT2A', 'SPOP']	2.0736505631481826e-06
['TP53', 'KRAS', 'CTNNB1', 'MLH1', 'FBXW7', 'PGR', 'CCND1']	0.709280218774582
['TP53', 'KRAS', 'CTNNB1', 'MLH1', 'FBXW7', 'PGR', 'SPOP']	0.9497306331471684
['TP53', 'KRAS', 'JAK3', 'PGR']	8.187673844546119e-14
['TP53', 'KRAS', 'KIT', 'CCND1']	1.9171575529827135e-10
['TP53', 'KRAS', 'KIT', 'RPL22']	2.2291270577279018e-06
['TP53', 'KRAS', 'KIT', 'RNF43']	7.354829829824413e-06
['TP53', 'KRAS', 'EGFR', 'PGR']	8.015887639686684e-13
['TP53', 'KRAS', 'LATS2', 'PGR']	1.165181260303893e-13
['TP53', 'KRAS', 'LATS1', 'RPL22']	2.438253728975635e-10
['TP53', 'KRAS', 'THRAP3', 'SPOP']	2.009801739716681e-09
['TP53', 'KRAS', 'PDGFRA', 'RPL22']	3.510041560496462e-10
['TP53', 'KRAS', 'TNFAIP3']	3.459774286709584e-25
['TP53', 'KRAS', 'TCF12']	4.712434413139197e-23
['TP53', 'KRAS', 'NRAS', 'SPOP', 'PGR']	1.8477107108458487e-07
['TP53', 'KRAS', 'NRAS', 'SPOP', 'RPL22']	0.0007490246009062199
['TP53', 'KRAS', 'DIAPH2', 'RPL22']	3.0657224064696567e-07
['TP53', 'KRAS', 'DIAPH2', 'RNF43']	2.710791772188201e-06
['TP53', 'KRAS', 'PTPDC1', 'CCND1']	5.636987643008641e-16
['TP53', 'KRAS', 'MAP3K4', 'SOX17']	3.827127816651272e-16
['TP53', 'KRAS', 'SETD2', 'PIK3R1']	1.1340603926066752e-07
['TP53', 'KRAS', 'MET', 'RPL22']	2.586812216289585e-09
['TP53', 'KRAS', 'CSDE1']	1.6852444877702159e-21
['TP53', 'KRAS', 'CUL3', 'DAZAP1']	9.304406677873713e-15
['TP53', 'KRAS', 'CUL3', 'SOX17', 'RPL22']	4.5157443442340493e-07
['TP53', 'KRAS', 'CUL3', 'SOX17', 'RNF43']	8.930956311399375e-06
['TP53', 'KRAS', 'PPM1D', 'NFE2L2']	1.3354958881155166e-19
['TP53', 'KRAS', 'STAG2', 'DAZAP1']	4.0290332567729305e-14
['TP53', 'KRAS', 'STAG2', 'SOX17', 'CCND1']	2.6688917875030423e-12
['TP53', 'KRAS', 'STAG2', 'SOX17', 'RPL22']	2.718155168270737e-07
['TP53', 'KRAS', 'STAG2', 'SOX17', 'RNF43']	2.7238770829614682e-05
['TP53', 'KRAS', 'PMS1']	2.604758458650759e-24
['TP53', 'KRAS', 'PHF6', 'RPL22']	6.084458109056127e-13
['TP53', 'KRAS', 'PHF6', 'ACVR2A']	4.0001963771872716e-13
['TP53', 'KRAS', 'PLCB4', 'RPL22']	2.628651541324109e-09
['TP53', 'KRAS', 'ACVR1B', 'PGR', 'SPOP']	6.059282490197021e-05
['TP53', 'KRAS', 'SPTA1', 'PIK3R1', 'FBXW7', 'CCND1']	0.9992794030749871
['TP53', 'KRAS', 'SPTA1', 'PIK3R1', 'FBXW7', 'RPL22']	0.9999999089984369
['TP53', 'KRAS', 'CYLD']	8.493827112323494e-23
['TP53', 'KRAS', 'KDM6A', 'FBXW7', 'CCND1']	0.04195217118218965
['TP53', 'KRAS', 'KDM6A', 'FBXW7', 'RPL22']	0.7656888036294579
['TP53', 'KRAS', 'ALB', 'RPL22']	6.036075332741757e-13
['TP53', 'KRAS', 'PIK3CB', 'PIK3R1', 'RPL22']	0.14994522173017746
['TP53', 'KRAS', 'RAF1']	1.2100192060081836e-22
['TP53', 'KRAS', 'NUP133', 'RNF43']	1.8944509013795398e-08
['TP53', 'KRAS', 'PTPRC', 'RPL22']	3.4137636177318745e-08
['TP53', 'KRAS', 'DNMT3A']	1.8643774944884376e-25
['TP53', 'KRAS', 'FOXA1']	1.6270509316385944e-22
['TP53', 'KRAS', 'TBX3']	1.1594738083938287e-26
['TP53', 'KRAS', 'FGFR1']	2.604758458650759e-24
['TP53', 'KRAS', 'RPS6KA3', 'NFE2L2', 'RPL22']	8.255602739407459e-05
['TP53', 'KRAS', 'DICER1', 'PIK3R1', 'CCND1']	0.004694418088574571
['TP53', 'KRAS', 'DICER1', 'PIK3R1', 'RPL22']	0.5262778250161669
['TP53', 'KRAS', 'DICER1', 'PIK3R1', 'RNF43']	0.4966635792666846
['TP53', 'KRAS', 'RFC1', 'PIK3R1', 'SOX17', 'RPL22']	0.4072689643145599
['TP53', 'KRAS', 'RFC1', 'PIK3R1', 'SOX17', 'RNF43']	0.4946445378935447
['TP53', 'KRAS', 'XPO1']	6.056344135692856e-25
['TP53', 'KRAS', 'PAX5']	2.5515309982994195e-21
['TP53', 'KRAS', 'JAK2', 'RPL22']	8.590241435914309e-10
['TP53', 'KRAS', 'PMS2', 'NFE2L2', 'RPL22']	5.457411536082684e-05
['TP53', 'KRAS', 'AKT1', 'EPHA2', 'FGFR2']	7.845983454247581e-11
['TP53', 'KRAS', 'AKT1', 'PIK3R1', 'FBXW7', 'CCND1', 'FGFR2', 'ARID5B']	0.9999999999984841
['TP53', 'KRAS', 'AKT1', 'PIK3R1', 'FBXW7', 'RPL22', 'CTCF']	0.9999999999968809
['TP53', 'KRAS', 'AKT1', 'PIK3R1', 'FBXW7', 'RPL22', 'FGFR2', 'ARID5B']	0.9999999999999981
['TP53', 'KRAS', 'AKT1', 'PIK3R1', 'MSH3']	9.88564635209166e-06
['TP53', 'KRAS', 'AKT1', 'PIK3R1', 'DAZAP1']	1.3153905431553016e-07
['TP53', 'KRAS', 'AKT1', 'ZBTB7B', 'CCND1', 'FBXW7']	0.012587804336135962
['TP53', 'KRAS', 'AKT1', 'JAK1', 'FBXW7', 'FGFR2']	0.7633834420950188
['TP53', 'KRAS', 'AKT1', 'RAD21']	1.448609712267182e-20
['TP53', 'KRAS', 'TLR4', 'RPL22']	4.8631801464731346e-11
['TP53', 'KRAS', 'TLR4', 'RNF43']	4.1142989645825956e-07
['TP53', 'KRAS', 'ZCCHC12', 'RPL22']	7.402313548203203e-09
['TP53', 'KRAS', 'RNF111']	3.920420768092535e-20
['TP53', 'KRAS', 'RAD21', 'RNF43']	4.593860974764969e-13
['TP53', 'KRAS', 'B2M', 'PGR']	4.2766374428172537e-19
['TP53', 'KRAS', 'DDX3X', 'CCND1', 'FGFR2']	2.948354746952831e-07
['TP53', 'KRAS', 'GNAS']	2.921965423926739e-23
['TP53', 'KRAS', 'GRIN2D', 'PGR']	2.069746466697915e-11
['TP53', 'KRAS', 'GRIN2D', 'RPL22']	1.725582466030211e-11
['TP53', 'PIK3R2', 'CTNNB1', 'FBXW7', 'CCND1']	8.878637462540977e-09
['TP53', 'PIK3R2', 'CTNNB1', 'FBXW7', 'SPOP']	0.0001604187808592065
['TP53', 'PIK3R2', 'CTNNB1', 'ARAF']	7.536880075493815e-32
['TP53', 'GNAQ']	0.0004943547916282368
['TP53', 'TBL1XR1', 'SOX17', 'RPL22']	5.553565478998844e-22
['TP53', 'TBL1XR1', 'SOX17', 'RNF43']	3.100002645325002e-17
['TP53', 'ZNF750']	3.381126114687738e-05
['TP53', 'ARID1A', 'PIK3R1', 'SPOP', 'FBXW7']	0.9999999178844007
['TP53', 'ARID1A', 'PIK3R1', 'SPOP', 'ARHGAP35']	0.9994267128234486
['TP53', 'TET2']	5.662575261462045e-07
['TP53', 'IL7R']	0.0006700896199022198
['TP53', 'ZNF133']	0.00045074157173607835
['TP53', 'MAX']	2.56184383372848e-05
['TP53', 'TRAF3', 'PGR']	7.38780245966373e-08
['TP53', 'SCAF4', 'PIK3CA', 'FBXW7', 'CTNNB1', 'RPL22']	0.9999999999990181
['TP53', 'GABRA6', 'ACVR1']	4.381203086300891e-06
['TP53', 'GABRA6', 'PGR']	3.858370022190575e-07
['TP53', 'GABRA6', 'RPL22']	8.299224908744533e-18
['TP53', 'PTPN11', 'RPL22']	2.259595313029863e-25
['TP53', 'MAP2K4', 'RPL22']	1.0180136361794572e-20
['TP53', 'EIF1AX', 'NFE2L2']	3.74684232437871e-10
['TP53', 'IL6ST']	1.355590897634085e-07
['TP53', 'RUNX1', 'RPL22']	4.986340910943645e-22
['TP53', 'CHEK2', 'RNF43', 'SOX17']	2.93706950071848e-16
['TP53', 'GATA3', 'RPL22']	1.0504893241751263e-23
['TP53', 'TGFBR2', 'RPL22']	3.644684356012572e-21
['TP53', 'AXIN2', 'PIK3R1', 'CTNNB1', 'PGR', 'SOX17']	0.0022628722835674026
['TP53', 'HGF', 'RPL22']	6.2335522604879824e-24
['TP53', 'EGR3']	2.760740793579185e-06
['TP53', 'CYSLTR2']	0.00026835249193055946
['TP53', 'ATF7IP', 'CCND1']	4.25841254011122e-15
['TP53', 'AR', 'PIK3R1', 'CTNNB1', 'RPL22', 'ARID5B']	0.896983612414735
['MYCN', 'PMS1']	9.644562771959129e-05
['MYCN', 'GNA13']	0.0008581683897470929
